import_id,section,domain,skill,group,source_question_pdf,question_number,question_id,Question,A,B,C,D,Answer
ocr-00132,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 1.pdf,1.19,0536ad4f,SS EE es a ee,A. low 8.1aw,"btw 120 sTeascos ae ‘Which expression is equivalent to 92? + 72? + 927 A634 + 02 8.927 + 162 ©. 25a""",cw,,B
ocr-00115,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 1.pdf,1.2,1d3fee25,12 steers Which of the following is ‘equivalent to3¢+5)-6 2,A3x-3 83-1,,C349 2150-6,,C
ocr-00133,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 1.pdf,1.2,67e866b5,"2.162"" + 02",,,,,D
ocr-00134,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 1.pdf,1.21,70482e20,Equivalent Expressions 1 Question 10 tar 70402220 Which expression is equivalent to 12* — 52°,"A162! 2.62""",,c.624 0.1624,,B
ocr-00135,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 1.pdf,1.22,50338a48,122 sosssoaa Which expression is equivalent to 15u* + 8u?,"A w(I5w +8) 8. 8u(L5w +1) ©. 15w9(8w +1) 0.23(u + w) 123 ze0cacze . Which expressions equivalent to (2), where 2 > 0?",,,,A
ocr-00136,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 1.pdf,1.23,290cdc2c,,Aq? aye,,C14-e o vx ie terseo ‘Which expression is equivalent to 132? — 727 A912? 8.62”,,B
ocr-00137,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 1.pdf,1.24,18c7c3e0,Lashenalll 202? 0.402?,,,,,B
ocr-00138,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 1.pdf,1.25,8f82ad81,Equivalent Expressions 1 Question 10 15 eee nich expressions equate: to (2? +6)?,Ade? +24,"B42"" +10 ode? +6",,dz? —2,A
ocr-00116,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 1.pdf,1.3,60fdb4d4,ta okbags | ea) 3x2 424-7)2,A 5x?- 2x43,B.5x242x-3,cK? = 2x11,Dax? +2x=11,A
ocr-00117,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 1.pdf,1.4,49efde89,"14 sede OO ‘The expression 22+ ax is equivalent to X2X+7) for some ‘constant a, What I the value of a?",A2 83 4 a7,,,,D
ocr-00118,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 1.pdf,1.5,9ed9f54d,Equivalent Expressions 1 Question# 1 15 sesso — hich of the follwing is equvelent 2a 2) + eH) 2,A 512-5 8. 5x2 +5x,,csr os,,A
ocr-00119,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 1.pdf,1.6,294db8ec,16 zeetece | ‘Which of he fallowing is,,,ccuivalent to 212-447 4.402 +4) 8.40242) 0.2044) p.2h2+2),,D
ocr-00120,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 1.pdf,1.7,6e06a0a7,17 eosaoay ‘Wien ofthe ftowing expressions is,"AS 2.808 0.2043 0.20°+6? se cpmtoee, pay ey",,ceauivalet to 20°(a+3) 2,,D
ocr-00121,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 1.pdf,1.8,df0ef054,1B atoetoss +308 = 2 hich of the following is equivalent to the expression above?,AO+5x Peraned 6.298462 0.3 —x4 6x2,,,,C
ocr-00122,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 1.pdf,1.9,127b2759,Equivalent Expressions 1 Question 10 19 rere Which expression is equivalent to 8 + d? + 32,Ad +04 ade,,cas og,,B
ocr-00813,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 2.pdf,2.1,dd4ab4c4,Equivalent Expressions 2 21 dasebice 402-+200b +256? Which of the following is a factor of the polynomial above?,Aatb 8.2a+5b ©.4a+5b 2.404256,,,,B
ocr-00822,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 2.pdf,2.1,463eec13,"Equivalent Expressions 2 Question# 1 210 soseeas —_— 11 0, nti ofthe folowing expressions is eee equvatentto x? 2",a. Bx2yt 8dr,,carte oars,,D
ocr-00823,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 2.pdf,2.11,a1bf1c4e,2n albfiese +64 Whi ofthe fatowing is equvaint the expression above?,Alt af +8,Biixt at <5,Cx 3 +5,D.ie- 3 8,B
ocr-00824,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 2.pdf,2.12,f237ccfc,2m reete oO ‘The sum of =2424+31 and 3X2+7—8 can be writen in the form,"a2 +bx-+6, where a,b and care constants. Whats the value of atbte? 2m awiew2 (be Geb 2 INI""?",,,,32
ocr-00825,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 2.pdf,2.13,a391ed22,"“The expression above is equivalent to @X?+ Dx +0, where a b and ¢ ‘are constants, What is the value of b?",,,,,2.5
ocr-00826,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 2.pdf,2.14,c3a72da5,"Equivalent Expressions 2 2% csaraues Which ofthe following is equivalent to the sum of 34212 ana Ax +722 tex"" 2.78 40x® oat 1h? p.tet4ax°",,,,,D
ocr-00827,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 2.pdf,2.15,16de54c7,"235 Teoesse7 2vt45e-12 Ifthe given expression is rewritten in the form (2x-3NX+K), where k isa constant, what isthe value of k? 216 dors7a06 ee \Wihich expression represents the product of (2ty!'2) and (22! + y*2-)?",Ar-Pel 4 lle?,,,,4
ocr-00828,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 2.pdf,2.16,d9137a84,,"atap? at-p"" c.1-p®",Bt pate?,Coa tye yet,"Die tyalt ya tyle? zaysccnea ""wien of the following is equivalent to (i-pXt+p+p2+p?+p!+p>+p8)2",D
ocr-00829,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 2.pdf,2.17,3e9cc0c2,,,,c.1-p o.t-p>,,B
ocr-00830,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 2.pdf,2.18,7348f046,Equivalent Expressions 2 21s 7348F046 (x43)-&-7) Which of the fotowingis equivalent to,Axed 83x—4,,cx410 0.22421,,C
ocr-00831,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 2.pdf,2.19,b47419f4,2 beers 1e43)-(21-8) (fx+3)-(4.-9 ‘hich of the folowing i ecuivalent to the expression above? :,actess 1 pobes ted qodttders so,,,,A
ocr-00814,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 2.pdf,2.2,b8caaf84,"22 bocaatoe —— p= 3x44 and v=x+5, hich of he following is ‘equivalent te py—2p-+v?",ABH,"Bat ac+17 6,32 +19x+20 0.312 +26x+33",,,B
ocr-00832,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 2.pdf,2.2,8838a672,open gents 220 easoaor2 WEB FD= GFR) Which ofthe follwing expressions is equivalent,A 10x? 3x2 4x43 3-20-7243 6. -2x9 3x2 +43 1p. 10x?-7x2—=x 43,,,,B
ocr-00833,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 2.pdf,2.21,0b3d25c5,Equivalent Expressions 2,ar opserses —— Which of the folowing is equivalent to VP +8416 where x> 07 a ea® ae +4)? x44) a (+4)? ©.,,,,D
ocr-00834,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 2.pdf,2.22,c602140f,222 ccomuot G—11yk2x—3y)~12y(-24-43y) hich ofthe following is equivalent to the expression above?,Ax aay 2 2x2 —xy—3/? 0.224 2axy +36y? 2x? —49xy +69y?,,,,B
ocr-00835,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 2.pdf,2.23,3206b905,"_— 223 s206to08,_ Which ofthe fllowing expressions ls equivalent to 82"" — 82"" + 882?","A.a(Ta! — 72"" + 872) 8. 2(8"""" — 8"" +88) 6.822"" — 29 +112)","b.82(2"" — a +11)",,,D
ocr-00836,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 2.pdf,2.24,26eb61c1,226 2sebs1a ‘Wich expression is equivalent to Ga8y? + 122%y??,"A. Ony?(22°) 8.62%y""(24) ©.Bxty*(a! +2) 0.62%y*(2! +2)",,,,C
ocr-00837,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 2.pdf,2.25,6d04c89d,"Equivalent Expressions 2 Question 10 225 edouceod 7 . “The expression uy is equivalent to =4r, where bis a constant and z > 0. Whats the value of b?",AT 2.10,,cm 0.252,,A
ocr-00815,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 2.pdf,2.3,ad2ec615,23 adzecas Which ofthe folowing is equivalent tothe expression X62,a OF +1026) 3.02 +2)42—3),,"co, G?+3)02-2) 0.0 +6)422—1)",,B
ocr-00816,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 2.pdf,2.4,42c71eb5,Equivalent Expressions 2 26 creme (2x45 —Gr-2)4260+3) Which of the folowing is equivalent to,A 424210 +33 a. 4x24 21K +29 0424x429 p.4xttx +33,,,,A
ocr-00817,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 2.pdf,2.5,a05bd3a4,25 sosnated ‘Which of the following expressions is,Acorn a0 -VEF c. c+ V5) -V5) 0.4 5%-1),,cquivalet to #252,,C
ocr-00818,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 2.pdf,2.6,cc776a04,26 ccrre06 \Wihich ofthe following is an equivalent form of (1.5x-2.4?-6.2x2-6.4) >,"A -227+16 9.228112 ©. -2.95x?— 7.2 +1216 , ~2.95x?-7.2x +0.64",,,,C
ocr-00819,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 2.pdf,2.7,a520ba07,Equivalent Expressions 2 27 as20b07 ey Which of the folowing expressions is equivalent to the expression above?,ay,Bo? ey ow?,,,B
ocr-00820,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 2.pdf,2.8,5b6af6b1,28 sooafoor ‘Wich expression is equivalent to (d — 6) (8d? — 3)?,"A.8d! — 14d? ~ 34418 8.80 — 17d? +48, ©. 80° — 48¢° — 34+18 0.80 — 51d? +48",,,,C
ocr-00821,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 2.pdf,2.9,a255ae72,"29 osner2 1e2=abb ana y= O46, which ofthe folowing eqalto 67-7)»",a.@—2ac+? 9.0%-2bo+e2,,c.4a?—4abe +02 0.402 —2abo+ b%ce,,B
ocr-00723,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 3.pdf,3.1,371cbf6b,Equivalent Expressions 3,Ame 8.20 cz,Bi -scbteD. (ax +3)(5x? — bx +4) =20x9 -9x?—2x +12.,"constants, Whats the value of ab ?",Dao,C
ocr-00732,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 3.pdf,3.1,22fd3e1f,,AH,,Cole wy 0 YK 310 2tdsert Fld) = -9x Gx) =x2—2x-3 ‘Which of the following expressions is fe) equivalent to GOH) for x33? =,,D
ocr-00733,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 3.pdf,3.11,a0b4103e,x3,,Bot xe-3),"c.xHt x0c+3) ot sm sopase 1 teu Lents ‘The expression 3 2 can be rewritten 3s 3 OW #) where kis a positive constant, What is the valu of 7 rv",,D
ocr-00734,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 3.pdf,3.12,ad038c19,Equivalent Expressions 3 Question# ©,am sdosseg |_| Wier of eating ° xinte*2) 9 2 at atte,,Ciel ott 22,,D
ocr-00735,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 3.pdf,3.13,12e7faf8,ee,are intogers. What isthe value of a+? AW Bat 0,"b. Fab Bis eta : 260-7 ay ‘The equation x47 Is tre forall x # —7, wherea and d",,,C
ocr-00736,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 3.pdf,3.14,89fc23af,o1 3m estezat Which of the following expressions is 2-2-5 equivalentto. x=3. 2 20 x5 -,a x3 10 x-5- 0 8 x3,,,,D
ocr-00737,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 3.pdf,3.15,911c415b,Equivalent Expressions 3,,"BIS Tests (7532+ 100y"") + 10(10y2—110) The expression above can be written in the form ""+B , where a and b ‘are constants. Whatis the value of a+ 7",,,6632
ocr-00738,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 3.pdf,3.16,f89e1d6f,,"a=c+d, which ofthe allowing is equivalent tothe expression X20? -20d—dr aera? 2.k-a)?",Bie eae SL,"c. x +a)x-a) ot ane 317 emo — H¥aand c are positive numbers, which ofthe fllowing is",,C
ocr-00739,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 3.pdf,3.17,e117d3b8,,"a +c? co t200+c2 pac? sie a2toeabe — ‘One of the factors of 2x"" + 422? + 208s 2 +B, where bisa postive constant. Whats the smallest possible value of",,"COGRs Cas ees, See See ee cauivatent to Vato) Jaro, Rate",,C
ocr-00740,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 3.pdf,3.18,42f8e4b4,,,,,,8
ocr-00741,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 3.pdf,3.19,433184f1,Equivalent Expressions 3 Question# 1 3 anain,AT,Baty © emt Oey,,,D
ocr-00724,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 3.pdf,3.2,40c09d66,"32 soconies , VE Le WY” tra poative vate of, wats the value of B? 33 secre 2,3, met 3-2 5 Dae)",,,,,3.3
ocr-00742,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 3.pdf,3.2,c3b116d7,320 conea? Which of the following expressions is(are) a factor of 82? + 200 — 687 Lao Was —7,A.toniy 8.tlonly,,catandi,Di Neither | nor,B
ocr-00725,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 3.pdf,3.3,34847f8a,"— The equation above is true fo all x >2, where rand tare positive ‘constants. Whats the value of rt?",A.-20 15 6.20 2.60 ue) oes ———_,,,,C
ocr-00726,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 3.pdf,3.4,137cc6fd,"Viei( vm) For what value of zis the given expression equivalent to (70m), where n > 1?",,,,,3
ocr-00727,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 3.pdf,3.5,ea6d05bb,"Equivalent Expressions 3 35 cosdosbe “The expression (3e ~ 28)(192 +6) is equivalent tothe expression az? + bx +, where, band care",,,"constants, What isthe value of& 36 dove0a«e ee xb",,-419
ocr-00728,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 3.pdf,3.6,d8789a4c,"Inthe expression above, band care positive integers. the expression is ‘equivalent to x-+b and x +B, which of the folowing could be the value of ¢",Aa 86,,ca,"D.10 37 sssscoet 0.362? + 0.632 + 1.17 The given expression canbe rewritten as a(42? + 7z +13), where isa constant What isthe value of a?",A
ocr-00729,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 3.pdf,3.7,5355c0ef,"3a cones Inthe expression SQx?+ px +8)~16x(P-+4), pis a constant. This expressions equivalent tothe expresion 6x? 155x +24, what isthe value of?",Aas a7,,c13 0.185,,0.09
ocr-00730,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 3.pdf,3.8,c81b6c57,,,,,,B
ocr-00731,Math,Advanced Math,Equivalent Expressions,Advanced Math — Equivalent Expressions,Equivalent Expressions 3.pdf,3.9,2c88af4d,"Equivalent Expressions 3 Question# 1 39 xe2sted . ryt ‘The expression x? y71, where y > 4nd y>4, is",arm wy we Ee,,cuivaent to which of the folowing?,,D
ocr-00197,Math,Advanced Math,Nonlinear Equations and Systems,Advanced Math — Nonlinear Equations and Systems,Nonlinear Equations and Systems 1.pdf,1.1,3c95093c,Nonlinear Equations and Systems 1 MM sesso2se Gx-¥y> 12 Which of the fotowing inequalities is equivalent to the inequality above?,Axnyo2 8.2x-3y>4 ©.3x-2y>4,,,D.3y-2x>2,B
ocr-00206,Math,Advanced Math,Nonlinear Equations and Systems,Advanced Math — Nonlinear Equations and Systems,Nonlinear Equations and Systems 1.pdf,1.1,fcb78856,,and f? ne=dy,"b= 420f The given equation relates the positive numbers b,c, and f. Which equation correctly expresses cin terms of B",c= Sf coe= 42bf De=4-b-f,D.Q=T-P wo feuaese a,A
ocr-00207,Math,Advanced Math,Nonlinear Equations and Systems,Advanced Math — Nonlinear Equations and Systems,Nonlinear Equations and Systems 1.pdf,1.11,4236c5a3,Nonlinear Equations and Systems 1 Question# 1,"am casccses 145° =4, which ofthe following is 2 At 8-1",,c-2 2-3,,D
ocr-00208,Math,Advanced Math,Nonlinear Equations and Systems,Advanced Math — Nonlinear Equations and Systems,Nonlinear Equations and Systems 1.pdf,1.12,f11ffa93,waits Veva=11 What value of x satisfies the ‘equation above?,aay se2948 | 2? = (22)(22) What s the positive solution tothe given equation?,,,,117
ocr-00209,Math,Advanced Math,Nonlinear Equations and Systems,Advanced Math — Nonlinear Equations and Systems,Nonlinear Equations and Systems 1.pdf,1.13,5639dd1a,,"ae a984<9 p+3daqtr ‘The given equation relates the variables p,q, and . Which equation correctly expresses pin terms of qand 7? Ap=aqtr+o",Bp=qtr—34,Cp=-q-r+34,Dp=-q-r—34,22
ocr-00210,Math,Advanced Math,Nonlinear Equations and Systems,Advanced Math — Nonlinear Equations and Systems,Nonlinear Equations and Systems 1.pdf,1.14,c1964c11,Ms entaaee je-5)=10 ‘what sone possible olution to the given equation?,,,,,B
ocr-00211,Math,Advanced Math,Nonlinear Equations and Systems,Advanced Math — Nonlinear Equations and Systems,Nonlinear Equations and Systems 1.pdf,1.15,7cb3a8ee,,,,,,
ocr-00212,Math,Advanced Math,Nonlinear Equations and Systems,Advanced Math — Nonlinear Equations and Systems,Nonlinear Equations and Systems 1.pdf,1.16,b8c4a1cd,Nonlinear Equations and Systems 1 tas bachated 8j= b+ 15m The given equation relates the distinct positive numbers jk and m. Which equation correctly expresses jin terms of kand m?,Aja # tim,Bjaks lp €.j=8(k +15m) p.j= Spin,,,D
ocr-00213,Math,Advanced Math,Nonlinear Equations and Systems,Advanced Math — Nonlinear Equations and Systems,Nonlinear Equations and Systems 1.pdf,1.17,7a8cb72a,,"arora Tm =2(n +p) ‘The given equation lates the positive numbers m,n, and p. Which equation corecty gives: in terms ofm and p? Am = 20",B.m=2(n+p) Gm =2(n +p) —7,,Dm=2-n—p-7,A
ocr-00214,Math,Advanced Math,Nonlinear Equations and Systems,Advanced Math — Nonlinear Equations and Systems,Nonlinear Equations and Systems 1.pdf,1.18,d0e8e8f5,Nonlinear Equations and Systems 1 Question# 1D 118 cosets Question ID d0e8e8f5,Assessment Test Domain skill Difficulty sar Math ‘Advanced Math | Nonlinesr equations inone variable and | MOC] systems of equations intwo variables,,,,D
ocr-00215,Math,Advanced Math,Nonlinear Equations and Systems,Advanced Math — Nonlinear Equations and Systems,Nonlinear Equations and Systems 1.pdf,1.19,13e5a5d5,,a,bl y i i: ee Stes ee SCC CCCgec eee,"CACC oo eee os Cer oe PONE ZONA PPP PTT rey TTT TTT. 6 8 10 1 ‘The graph of a system of a linear and a quadratic equation is shown. What is the solution (2, y) to this system?",,9
ocr-00198,Math,Advanced Math,Nonlinear Equations and Systems,Advanced Math — Nonlinear Equations and Systems,Nonlinear Equations and Systems 1.pdf,1.2,4ca30186,y,,Be,Cy Heat Tee Tia Sap,,C
ocr-00216,Math,Advanced Math,Nonlinear Equations and Systems,Advanced Math — Nonlinear Equations and Systems,Nonlinear Equations and Systems 1.pdf,1.2,58443765,Nonlinear Equations and Systems 1 120 seas7es y=be+4 y= 5a? +4 ‘Which ordered pair (2) is @ solution tothe given system of equations?,"A.(0,0) 8.(0,4) ©. (8,44) 0.(8,84)",,,,B
ocr-00217,Math,Advanced Math,Nonlinear Equations and Systems,Advanced Math — Nonlinear Equations and Systems,Nonlinear Equations and Systems 1.pdf,1.21,332cd67b,,aay scas75 3c? — 152+18=0 How many distinct real solutions are there tothe given equation? A Bxactly one 8. Exactly to finitely many Zero,,,,B
ocr-00199,Math,Advanced Math,Nonlinear Equations and Systems,Advanced Math — Nonlinear Equations and Systems,Nonlinear Equations and Systems 1.pdf,1.3,3de7a7d7,TAs sera”,"Ae ‘The graph of a system of a linear equation and a nonlinear equation is shown. What is the solution (, y) to this ae 4. (0,0) 2. (0,2)",,"c. (2,4) (4,0)",,B
ocr-00200,Math,Advanced Math,Nonlinear Equations and Systems,Advanced Math — Nonlinear Equations and Systems,Nonlinear Equations and Systems 1.pdf,1.4,70f98ab4,"Nonlinear Equations and Systems 1 1% —Totonab« Oe 9-28 The given equation relates the postive numbers 4, r, ands. Which equation correctly expresses qin terms of r",and #2 Ag=a—29r 8.g= 2420,,C.g= 2018 O.4= air,,B
ocr-00201,Math,Advanced Math,Nonlinear Equations and Systems,Advanced Math — Nonlinear Equations and Systems,Nonlinear Equations and Systems 1.pdf,1.5,568aaf27,"1S seaastzr xty=12 yar 1 (cy) is solution othe system of equations above, which ofthe folosing is possible value of x?",Ao at,ba,cz,,D
ocr-00202,Math,Advanced Math,Nonlinear Equations and Systems,Advanced Math — Nonlinear Equations and Systems,Nonlinear Equations and Systems 1.pdf,1.6,b76a2815,"vs teams Ww ta t ‘he pone Preduea by machine reresantad by he equation sbove, ere ste wor pefomed ding an amount of tet Which the folowing orect expresses Winters of and?",AwePt,,,D aM _t owe P owe=Pst,A
ocr-00203,Math,Advanced Math,Nonlinear Equations and Systems,Advanced Math — Nonlinear Equations and Systems,Nonlinear Equations and Systems 1.pdf,1.7,c7789423,,ay crre9«z5 je-2)=9 ‘what sone possible lution ta the given equation?,,,,
ocr-00204,Math,Advanced Math,Nonlinear Equations and Systems,Advanced Math — Nonlinear Equations and Systems,Nonlinear Equations and Systems 1.pdf,1.8,eb268057,Nonlinear Equations and Systems 1 1s eb2seos7 x= 64 Which ofthe following values of x satisfies the given equation?,A-8 84 6.32 0.128,,,,A
ocr-00205,Math,Advanced Math,Nonlinear Equations and Systems,Advanced Math — Nonlinear Equations and Systems,Nonlinear Equations and Systems 1.pdf,1.9,98f735f2,"19 sae “The total revenue from sles fa product can be aleatd sing the formula T= PO, whore Tis the oa revenue she pice of he product,",and is the quantity of the protuc sold. Which ofthe flowing equations (hes the quay of product odin trms of Pad T? P aory r ae,,c.a=PT,,B
ocr-01004,Math,Advanced Math,Nonlinear Equations and Systems,Advanced Math — Nonlinear Equations and Systems,Nonlinear Equations and Systems 2.pdf,2.1,a5663025,"Nonlinear Equations and Systems 2 21 as663025 —_—_ ‘equation. The equations inthis system are graphed inthe xy-plane above, How many solutions does this sytem have?",Ao at,,,,C
ocr-01013,Math,Advanced Math,Nonlinear Equations and Systems,Advanced Math — Nonlinear Equations and Systems,Nonlinear Equations and Systems 2.pdf,2.1,a4f61d75,"290 sato7s ¥=or2=0 Inthe equation above, ais a constant and @ > 0. the equation has two integer solutions, whats a possible value of a?",,,,,
